,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.4487068965517124e-05,1.6088601532567053e-05,2.397270114942532e-05,2.4948754789271905e-05,4.551724137930932e-06,4.9185823754789056e-06,1.5616379310344796e-05,1.1572796934865862e-05,2.937260536398356e-06,2.600383141762461e-05,2.7435823754789367e-05,2.3607758620689707e-05,2.272796934865903e-05,2.3619252873563227e-05,2.254549808429124e-05,2.4061781609195608e-05,2.745306513409965e-05,2.169444444444423e-05,9.772030651341026e-06,2.019540229885064e-05,1.3266762452107316e-05,1.5129310344827474e-05,1.234243295019155e-05,1.4525862068965464e-05,4.387931034482676e-06,6.510057471264389e-06,1.831657088122597e-05
6,0.000134535440613,5.878879310344823e-05,0.0001196206896551,0.000119828065134,2.2549808429118544e-05,5.798036398467437e-05,0.0001105325670498,0.0001291772030651,4.822509578544052e-05,9.825670498084298e-05,0.0001089832375478,8.026772030651347e-05,7.038984674329478e-05,7.33955938697318e-05,7.334195402298832e-05,7.709913793103453e-05,9.904932950191582e-05,0.000129953065134,3.537978927203076e-05,0.0001167164750957,7.22634099616858e-05,9.07878352490422e-05,0.0001001149425287,0.0001010747126436,8.664750957854422e-05,8.050766283524915e-05,0.0001041048850574
7,0.0002750972222222,0.000126882183908,0.0003077423371647,0.0003682763409961,5.908237547892713e-05,9.108716475095788e-05,0.0002549406130268,0.0002561767241379,0.0001690114942528,0.00021031848659,0.0002654310344827,0.0002393941570881,0.0002351681034482,0.0002349808429118,0.0002332255747126,0.0002439846743295,0.0002763400383141,0.0002696408045977,7.195977011494273e-05,0.0003082456896551,0.0001734243295019,0.0002656374521072,0.000176221743295,0.0001111829501915,0.0002641719348659,0.0002333251915708,0.0003013778735632
8,0.000469035440613,0.0002925129310344,0.0005406475095785,0.0005052974137931,0.0001717710727969,0.0002263299808429,0.0004302988505747,0.0002912049808429,0.0003294238505747,0.0005159564176245,0.0007360038314176,0.0007171748084291,0.0007574066091954,0.0007447519157088,0.0007389449233716,0.0007348941570881,0.0007269612068965,0.0006636944444444,0.0001028017241379,0.0007122835249042,0.0003018529693486,0.0007313496168582,0.0001981340996168,0.0001436843869731,0.0004343357279693,0.0005481858237547,0.0006345900383141
9,0.0005791029693486,0.0005064406130268,0.0003220282567049,0.0001313113026819,0.000552575670498,0.0003944521072796,0.0004973318965517,0.0005573395593869,0.0003549224137931,0.001225471743295,0.0012077461685823,0.001209879789272,0.0012821618773946,0.0012727346743295,0.001250575670498,0.0012343960727969,0.0011966278735632,0.0010973089080459,0.0001627227011494,0.0011343223180076,0.0008167844827586,0.0012194631226053,0.0001473266283524,0.0002124803639846,0.0008433295019157,0.0008284525862068,0.0011372294061302
