,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
10,0.0006207567049808,0.0007050584291187,0.0005937365900383,0.0002028678160919,0.0006101460727969,0.0007437279693486,0.0005933333333333,0.0004521235632183,0.0003676944444444,0.0016532121647509,0.0016053448275862,0.001589410440613,0.0016849664750957,0.0017023807471264,0.0016562499999999,0.001620328065134,0.001550226532567,0.0015062030651341,0.0003678582375478,0.0015575948275862,0.0013649664750957,0.001380719348659,0.000320719348659,0.0003970344827586,0.000930045019157,0.000850139367816,0.0015439808429118
11,0.0008244343869731,0.0004647691570881,0.0006654147509578,0.0008858989463601,0.0011558026819923,0.0007253735632183,0.0006118606321839,0.00048688697318,0.0005523362068965,0.0019531111111111,0.0018147681992337,0.001873070881226,0.0019773132183908,0.0020014722222222,0.0019296206896551,0.0018212279693486,0.0017481412835249,0.0016261815134099,0.0006161269157088,0.0017755440613026,0.0018990680076628,0.0010831082375478,0.0007399056513409,0.0002490086206896,0.0008631441570881,0.0007279018199233,0.0018647801724137
12,0.0011101920498084,0.000494783045977,0.0011057600574712,0.0008972528735632,0.0013119339080459,0.0007732011494252,0.0005363591954022,0.000849134578544,0.0005838999042145,0.0020235138888888,0.0018926834291187,0.0020192993295019,0.0021476633141762,0.0021729750957854,0.0020915488505747,0.0020689750957854,0.0019325727969348,0.0018212222222222,0.0005420344827586,0.0020377279693486,0.0020437150383141,0.0006270014367816,0.0007804516283524,0.0002421561302681,0.0014532825670498,0.0008745718390804,0.0018348180076628
13,0.0009572303639846,0.0008576925287356,0.0014222413793103,0.0014599377394636,0.0011577145593869,0.0006581513409961,0.0006744248084291,0.0011032164750957,0.0007822179118773,0.0020899650383141,0.0019913984674329,0.0020543390804597,0.002187377394636,0.0022107169540229,0.0021363409961685,0.0019402222222222,0.001790231321839,0.0019141834291187,0.0014597164750957,0.0020773711685823,0.0020941546934865,0.0009510296934865,0.0006247083333333,0.0001705110153256,0.0011076226053639,0.0018702112068965,0.0017037284482758
14,0.0008352432950191,0.0010801977969348,0.001363820881226,0.0019515129310344,0.0013527370689655,0.0006309099616858,0.0008665052681992,0.000793639367816,0.0009870828544061,0.0019519353448275,0.0017627064176245,0.001975828065134,0.0021047729885057,0.0021423237547892,0.0020861719348659,0.0014386858237547,0.0019446752873563,0.001733912835249,0.0015367787356321,0.0019870392720306,0.0020205454980842,0.0011137227011494,0.0007812155172413,0.0001938884099616,0.0017738251915708,0.0020093347701149,0.0018076566091954
15,0.0009258031609195,0.0004017250957854,0.0017194204980842,0.0016005359195402,0.00181338697318,0.0009428247126436,0.0006130148467432,0.0008653711685823,0.0015800589080459,0.0016134597701149,0.0014767394636015,0.0018231340996168,0.0019279449233716,0.0019447863984674,0.0018897538314176,0.0016982423371647,0.0011094363026819,0.0017367332375478,0.0018472365900383,0.0018381034482758,0.0018335320881226,0.0007404367816091,0.0002830488505747,0.0002158644636015,0.0018025972222222,0.0018283687739463,0.001350721743295
16,0.000698162835249,0.0007304085249042,0.0015520124521072,0.0012816681034482,0.000753377394636,0.00101313697318,0.0004382662835249,0.0008437581417624,0.0011635981800766,0.0012405320881226,0.0012598074712643,0.0015021096743295,0.0016301159003831,0.0016397801724137,0.0016019602490421,0.0016559755747126,0.0008606949233716,0.0011679142720306,0.0015846388888888,0.001536415229885,0.001525191091954,0.0003922068965517,0.0001500536398467,0.000367438697318,0.0010714846743295,0.0015133596743295,0.0012537203065134
17,0.0007869947318007,0.0004601570881226,0.0011352749042145,0.0008719659961685,0.0008862562260536,0.0007471657088122,0.0002798409961685,0.0006302428160919,0.0010102691570881,0.0010499976053639,0.0009747495210727,0.0010908462643678,0.0012016776819923,0.0012056326628352,0.0011881977969348,0.0011569449233716,0.0008158606321839,0.0010334430076628,0.001166408045977,0.0011355900383141,0.0011423620689655,0.0005423323754789,0.0007186939655172,0.0004949616858237,0.0008149042145593,0.0009872782567049,0.0010928199233716
18,0.0003158429118773,0.0002667892720306,0.0005810478927203,0.0006567638888888,0.0005043213601532,0.0005277116858237,0.0001805713601532,0.0003803903256704,0.0006594272030651,0.0005197729885057,0.0005830646551724,0.0006186058429118,0.0006698764367816,0.0006733477011494,0.0006643108237547,0.0006342686781609,0.0004734578544061,0.0006371839080459,0.0006612600574712,0.0006340675287356,0.0006400411877394,0.0003754904214559,0.0003268697318007,0.000267785440613,0.0004216973180076,0.0004735229885057,0.0005959286398467
19,0.0001601048850574,0.0001929640804597,0.0001999262452107,0.0002617112068965,0.0002817634099616,0.0002546647509578,0.0001074612068965,0.0001338749999999,0.0002065292145593,0.0002296101532567,0.0001924937739463,0.0001945737547892,0.0001897710727969,0.0001894013409961,0.000191108716475,0.0001900584291187,0.0001944329501915,0.0002248045977011,0.0001953702107279,0.00019281848659,0.0002022586206896,0.0002397964559386,0.0002880675287356,0.0001816786398467,0.0001921130268199,0.0002137021072796,0.0002127279693486
20,7.949568965517266e-05,3.479837164750921e-05,7.838457854406147e-05,0.0001054865900383,0.0001067978927203,9.141906130268203e-05,7.100526819923374e-05,9.04947318007662e-05,7.666044061302687e-05,9.462547892720312e-05,7.087595785440614e-05,7.021072796934845e-05,6.335967432950201e-05,6.243773946360261e-05,6.317768199233688e-05,6.719588122605347e-05,0.0001141767241379,8.77978927203062e-05,6.464224137931012e-05,8.399377394636031e-05,6.879166666666634e-05,5.418007662835174e-05,0.0001401724137931,8.506082375478888e-05,6.218055555555588e-05,8.081561302682022e-05,7.43879310344796e-05
21,1.3199233716475018e-05,7.631704980842585e-06,1.880220306513332e-05,2.0116379310344824e-05,1.6519157088122484e-05,1.972222222222245e-05,1.0338122605363707e-05,1.9329980842911368e-05,1.8553639846743067e-05,2.078160919540249e-05,1.845402298850581e-05,1.896839080459761e-05,1.890708812260544e-05,1.847461685823908e-05,1.7734195402297926e-05,1.870593869731784e-05,1.852777777777783e-05,2.082279693486657e-05,1.2684865900383214e-05,2.172605363984649e-05,1.6345306513410092e-05,6.96264367816093e-06,1.0906130268199148e-05,9.85536398467434e-06,1.1313697318006916e-05,1.3586685823754746e-05,1.532902298850547e-05
22,5.36398467432945e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.482758620691809e-08,3.395593869731783e-07,3.204022988506381e-07,3.2567049808426415e-07,4.13314176245251e-07,1.819923371647291e-07,0.0,4.861111111110858e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
