,0,1
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,1.4487068965517124e-05,1.6088601532567053e-05
6,0.0001345354406130269,5.8788793103448225e-05
7,0.00027509722222222226,0.00012688218390804603
8,0.0004690354406130269,0.0002925129310344827
9,0.000579102969348659,0.0005064406130268199
10,0.0006207567049808431,0.0007050584291187738
11,0.00082443438697318,0.0004647691570881228
12,0.0011101920498084296,0.0004947830459770115
13,0.0009572303639846735,0.0008576925287356325
14,0.0008352432950191566,0.001080197796934866
15,0.0009258031609195387,0.0004017250957854406
16,0.000698162835249042,0.0007304085249042148
17,0.0007869947318007657,0.0004601570881226055
18,0.0003158429118773947,0.0002667892720306515
19,0.0001601048850574707,0.00019296408045976928
20,7.949568965517266e-05,3.479837164750921e-05
21,1.3199233716475018e-05,7.631704980842585e-06
22,5.36398467432945e-08,0.0
23,0.0,0.0
