,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.4487068965517124e-05,1.6088601532567053e-05,2.397270114942532e-05,2.4948754789271905e-05,4.551724137930932e-06,4.9185823754789056e-06,1.5616379310344796e-05,1.1572796934865862e-05,2.937260536398356e-06,2.600383141762461e-05,2.7435823754789367e-05,2.3607758620689707e-05,2.272796934865903e-05,2.3619252873563227e-05,2.254549808429124e-05,2.4061781609195608e-05,2.745306513409965e-05
6,0.000134535440613,5.878879310344823e-05,0.0001196206896551,0.000119828065134,2.2549808429118544e-05,5.798036398467437e-05,0.0001105325670498,0.0001291772030651,4.822509578544052e-05,9.825670498084298e-05,0.0001089832375478,8.026772030651347e-05,7.038984674329478e-05,7.33955938697318e-05,7.334195402298832e-05,7.709913793103453e-05,9.904932950191582e-05
7,0.0002750972222222,0.000126882183908,0.0003077423371647,0.0003682763409961,5.908237547892713e-05,9.108716475095788e-05,0.0002549406130268,0.0002561767241379,0.0001690114942528,0.00021031848659,0.0002654310344827,0.0002393941570881,0.0002351681034482,0.0002349808429118,0.0002332255747126,0.0002439846743295,0.0002763400383141
8,0.000469035440613,0.0002925129310344,0.0005406475095785,0.0005052974137931,0.0001717710727969,0.0002263299808429,0.0004302988505747,0.0002912049808429,0.0003294238505747,0.0005159564176245,0.0007360038314176,0.0007171748084291,0.0007574066091954,0.0007447519157088,0.0007389449233716,0.0007348941570881,0.0007269612068965
9,0.0005791029693486,0.0005064406130268,0.0003220282567049,0.0001313113026819,0.000552575670498,0.0003944521072796,0.0004973318965517,0.0005573395593869,0.0003549224137931,0.001225471743295,0.0012077461685823,0.001209879789272,0.0012821618773946,0.0012727346743295,0.001250575670498,0.0012343960727969,0.0011966278735632
10,0.0006207567049808,0.0007050584291187,0.0005937365900383,0.0002028678160919,0.0006101460727969,0.0007437279693486,0.0005933333333333,0.0004521235632183,0.0003676944444444,0.0016532121647509,0.0016053448275862,0.001589410440613,0.0016849664750957,0.0017023807471264,0.0016562499999999,0.001620328065134,0.001550226532567
11,0.0008244343869731,0.0004647691570881,0.0006654147509578,0.0008858989463601,0.0011558026819923,0.0007253735632183,0.0006118606321839,0.00048688697318,0.0005523362068965,0.0019531111111111,0.0018147681992337,0.001873070881226,0.0019773132183908,0.0020014722222222,0.0019296206896551,0.0018212279693486,0.0017481412835249
12,0.0011101920498084,0.000494783045977,0.0011057600574712,0.0008972528735632,0.0013119339080459,0.0007732011494252,0.0005363591954022,0.000849134578544,0.0005838999042145,0.0020235138888888,0.0018926834291187,0.0020192993295019,0.0021476633141762,0.0021729750957854,0.0020915488505747,0.0020689750957854,0.0019325727969348
13,0.0009572303639846,0.0008576925287356,0.0014222413793103,0.0014599377394636,0.0011577145593869,0.0006581513409961,0.0006744248084291,0.0011032164750957,0.0007822179118773,0.0020899650383141,0.0019913984674329,0.0020543390804597,0.002187377394636,0.0022107169540229,0.0021363409961685,0.0019402222222222,0.001790231321839
14,0.0008352432950191,0.0010801977969348,0.001363820881226,0.0019515129310344,0.0013527370689655,0.0006309099616858,0.0008665052681992,0.000793639367816,0.0009870828544061,0.0019519353448275,0.0017627064176245,0.001975828065134,0.0021047729885057,0.0021423237547892,0.0020861719348659,0.0014386858237547,0.0019446752873563
