,0,1
0,0.00016572558352152537,0.00016333383324941024
1,0.0001609123886744179,0.0001704922503153484
2,0.0001716278054979113,0.0001609634163114758
3,0.0001622360832002427,0.00018061605557335747
4,0.00016750441604190404,0.0001725007221221923
5,0.0001706873744168045,0.00032333440627686365
6,0.00016712077396630794,0.0001796114044035989
7,0.00013069772197637277,0.0001427881005803287
8,0.00011992671922961403,0.00019150959776467763
9,0.0002786303310012455,0.00022508469689760176
10,0.0003350288442969785,0.0001947941786389697
11,0.00020459024823433607,0.0002149828513360572
12,0.0006957067449017952,0.0001935756844272102
13,0.0007932530589697459,8.01928630726556e-05
14,0.000486173795383792,0.0002748137446688505
15,0.0015422867730027676,0.000599532123001862
16,0.0005471817242789452,0.0004976426905878004
17,0.0014361833974172779,0.0002457923934266028
18,0.000547035106328621,0.00027060607737994707
19,0.0005302487734038248,0.0006011682197884342
20,0.0005219830509697345,0.00046141717700300507
21,0.0005155205948343678,0.0004141113153391868
22,0.0002914855847150429,0.0003490513885498047
23,0.00016898424992031503,0.00013392274998558896
